	Acute myeloid leukemia	BladderUrothelialCarcinoma(TCGA,US)	Breast Cancer	BreastCarcinoma(WTSI,UK)	BreastInvasiveCarcinoma(TCGA,US)	CervicalSquamousCellCarcinoma(TCGA,US)	Chronic lymphocytic leukaemia	ColonAdenocarcinoma(TCGA,US)	Colorectal adenocarcinoma	GastricCancer(CCGC,CN)	Hepatocellular carcinoma	Hypodiploid_ALL	Leukemia/T-ALL	LiverCancer(NCC,JP)	LiverCancer(RIKEN,JP)	Lung	MalignantMelanoma(WTSI,UK)	Medulloblastoma	Melanoma	Myeloid leukemia	Myeloma	Pancreatic	PediatricBrainTumors(DKFZ,DE)	Prostate	ProstateCancer(OICR,CA)	RectumAdenocarcinoma(TCGA,US)	Small cell lung cancer	T-cell ALL	UterineCorpusEndometrioidCarcinoma(TCGA,US)
hsa-miR-1183			1.0	4.0					2.0			5.0	2.0	30	39.0	7.0					1.0			1.0	56.0	4.0			2.0
hsa-miR-1184			1.0	1.0				1.0	1.0	3.0		1.0	9.0	62	22.0	3.0		2.0							68.0		6.0	5.0	29.0
hsa-miR-1185-1-3p								1.0	5.0	2.0			1.0	56	72.0	3.0		3.0						1.0	7.0		2.0		1.0
hsa-miR-1185-2-3p								1.0	5.0	2.0			1.0	56	72.0	3.0		3.0						1.0	7.0		2.0		1.0
hsa-miR-1185-5p		2.0		1.0		1.0		6.0		2.0		2.0		48	29.0	1.0		2.0	1.0		1.0				8.0				11.0
hsa-miR-1193									1.0	1.0		3.0		39	20.0	3.0			8.0	1.0	2.0	1.0			33.0			1.0	5.0
hsa-miR-1197		3.0	4.0	2.0		1.0			1.0			4.0		44	21.0	1.0		4.0	10.0					2.0	5.0				3.0
hsa-miR-1200		5.0	6.0			2.0		5.0	2.0			1.0		74	38.0	13.0		1.0	1.0					2.0	34.0		1.0		11.0
hsa-miR-1202			2.0	5.0					4.0	1.0				56	32.0	6.0			2.0		1.0	1.0			34.0		1.0		20.0
hsa-miR-1203		1.0	3.0		1.0			3.0				1.0		22	9.0										3.0				12.0
hsa-miR-1204			2.0					1.0	7.0	4.0			1.0	46	9.0	7.0		1.0							3.0			2.0	21.0
hsa-miR-1205		3.0	1.0					1.0	2.0	3.0		1.0	9.0	51	34.0	4.0		1.0			1.0	1.0			56.0		6.0	5.0	17.0
hsa-miR-1206			1.0					5.0	2.0					34	33.0	4.0		1.0			1.0				8.0				2.0
hsa-miR-1207-3p			4.0					3.0			2.0		4.0	71	30.0	2.0		3.0	3.0						60.0		4.0		19.0
hsa-miR-1207-5p	7.0	3.0	11.0	2.0	1.0			8.0	7.0	1.0		2.0	2.0	78	41.0	2.0	3.0		5.0		1.0				38.0	3.0			20.0
hsa-miR-1208	1.0	2.0	1.0					5.0	1.0			1.0		37	28.0	5.0		1.0			1.0		2.0		38.0	4.0			8.0
hsa-miR-122-3p				3.0					3.0					7	3.0	2.0									30.0				13.0
hsa-miR-122-5p			2.0					1.0						24	27.0	5.0			7.0					3.0	27.0				11.0
hsa-miR-1224-3p		4.0	4.0				2.0		7.0	1.0		1.0		77	32.0	6.0		4.0	5.0	1.0	1.0		1.0	8.0	24.0		2.0		7.0
hsa-miR-1224-5p		1.0		3.0		1.0		17.0	3.0	2.0		2.0	1.0	43	24.0	6.0		2.0	2.0						21.0			2.0	7.0
hsa-miR-1225-3p			6.0	4.0				3.0			1.0	1.0		50	33.0	5.0		1.0			1.0	1.0		1.0	31.0	5.0		2.0	8.0
hsa-miR-1225-5p	1.0		3.0	2.0				2.0	3.0		4.0			29	2.0	3.0								4.0	9.0				15.0
hsa-miR-1226-3p		1.0	2.0	1.0					11.0	1.0		1.0	2.0	36	21.0	3.0		2.0					2.0	1.0	34.0				10.0
hsa-miR-1226-5p		1.0	4.0		1.0	1.0		16.0						70	27.0	7.0		2.0	1.0			4.0			19.0		1.0		12.0
hsa-miR-1227			2.0	5.0				1.0	8.0			2.0	7.0	34	26.0	4.0		1.0	1.0		1.0				21.0		1.0		11.0
hsa-miR-1228-3p								4.0	4.0	1.0		1.0		23	19.0			3.0	2.0			2.0		1.0	22.0		3.0	7.0	3.0
hsa-miR-1228-5p			4.0					8.0	6.0	1.0				49	15.0			3.0	2.0					3.0	13.0			8.0	27.0
hsa-miR-1229	2.0	1.0	2.0	3.0					4.0			2.0	1.0	26	20.0	14.0			1.0						37.0				11.0
hsa-miR-1231			1.0	2.0				1.0	7.0					39	25.0	1.0								1.0	44.0				8.0
hsa-miR-1233			6.0	4.0				4.0	6.0		1.0	1.0		43	27.0	5.0		3.0			1.0	1.0	4.0	1.0	26.0	5.0		3.0	5.0
hsa-miR-1234				2.0		3.0		1.0	4.0	3.0	1.0			34	11.0	5.0	1.0	4.0							44.0				12.0
hsa-miR-1236		2.0	4.0	5.0				5.0	6.0	4.0		2.0		31	31.0	6.0			3.0			1.0	1.0		10.0		1.0		27.0
hsa-miR-1237		4.0	3.0	2.0				23.0	3.0			2.0		28	30.0			2.0	2.0						22.0	4.0			19.0
hsa-miR-1238			1.0	1.0				2.0	6.0	2.0		3.0	1.0	27	38.0	6.0			20.0					1.0	10.0		1.0		30.0
hsa-miR-124-3p			4.0					7.0	3.0			1.0	2.0	38	22.0	4.0			1.0				1.0	1.0	20.0	4.0	4.0	1.0	9.0
hsa-miR-124-5p			1.0					1.0	1.0					24	20.0						1.0				9.0				10.0
hsa-miR-1243			4.0						2.0			4.0		27	22.0	6.0			2.0					1.0	35.0				7.0
hsa-miR-1244		2.0	1.0		18.0		1.0	11.0		4.0				7	21.0	4.0		2.0							25.0		4.0		3.0
hsa-miR-1245a			4.0	1.0	18.0	2.0	1.0	1.0	2.0			1.0	1.0	51	27.0	3.0				2.0			1.0		23.0		2.0		10.0
hsa-miR-1245b-3p			5.0	6.0				11.0	2.0	1.0		3.0		38	53.0	4.0								1.0	27.0		1.0		11.0
hsa-miR-1245b-5p			5.0	1.0					3.0	2.0			1.0	45	25.0				1.0			2.0		1.0	16.0				15.0
hsa-miR-1246	1.0	1.0						6.0	4.0	4.0		1.0		25	45.0	2.0	2.0		7.0		1.0	1.0	1.0		9.0				1.0
hsa-miR-1247-3p			13.0					4.0	2.0			7.0		28	11.0	5.0		1.0	4.0					6.0	38.0		1.0		7.0
hsa-miR-1247-5p			1.0						3.0			5.0		11	7.0										18.0				11.0
hsa-miR-1248		4.0	1.0				2.0	8.0	1.0			1.0		46	30.0			3.0	4.0						6.0				29.0
hsa-miR-1249			2.0	1.0					6.0					22	13.0			4.0	1.0				4.0		23.0		7.0	2.0	12.0
hsa-miR-1250								1.0	1.0	1.0		1.0		18	13.0	4.0			4.0		1.0				16.0				17.0
hsa-miR-1251			3.0						6.0					24	50.0	1.0		3.0							27.0				4.0
hsa-miR-1252		1.0	4.0		18.0		1.0	7.0	3.0	1.0	4.0	3.0		60	46.0	4.0			7.0			2.0			7.0		1.0		12.0
hsa-miR-1253		2.0	6.0	1.0	18.0			2.0	8.0	2.0			9.0	38	68.0			1.0	4.0	4.0				1.0	23.0				30.0
hsa-miR-1254		3.0	1.0		2.0	1.0	1.0	3.0	5.0	1.0			2.0	50	33.0	3.0		5.0	5.0					2.0	79.0				21.0
hsa-miR-1255a			1.0	2.0				12.0	1.0		1.0			31	18.0			3.0	4.0	1.0	1.0	1.0			52.0				10.0
hsa-miR-1255b-2-3p			2.0	2.0				1.0	3.0				7.0	27	31.0	2.0			1.0					1.0	28.0				5.0
hsa-miR-1255b-5p				2.0				12.0	1.0		1.0			29	12.0			3.0	4.0		1.0	1.0			36.0				10.0
hsa-miR-1256				1.0		1.0		5.0	4.0	2.0		2.0	9.0	15	23.0	1.0		5.0							51.0				18.0
hsa-miR-1257		2.0	5.0	2.0	6.0				12.0			1.0		44	18.0			2.0	1.0	2.0	1.0			1.0	15.0		2.0		10.0
hsa-miR-1258			2.0				1.0		6.0					13	27.0	3.0							1.0		22.0				2.0
hsa-miR-125a-3p		1.0	5.0	1.0	1.0		2.0	4.0	12.0	5.0				37	36.0	3.0		2.0	6.0					10.0	31.0	3.0			4.0
hsa-miR-125a-5p	4.0	3.0	8.0			2.0		1.0	8.0	4.0				53	37.0	11.0		3.0	2.0	1.0			2.0		30.0				15.0
hsa-miR-125b-1-3p		1.0	1.0	1.0				1.0	3.0	3.0		1.0	1.0	20	21.0				1.0				1.0	3.0	32.0		4.0		12.0
hsa-miR-125b-2-3p	1.0	2.0	10.0	1.0				12.0	3.0	3.0	1.0			24	30.0	10.0		1.0	1.0		1.0		2.0	2.0	18.0	4.0			1.0
hsa-miR-125b-5p	4.0	3.0	8.0			2.0		1.0	8.0	4.0				53	37.0	11.0		3.0	2.0	1.0			2.0		30.0				15.0
hsa-miR-126-3p		1.0							4.0	3.0			1.0	2	2.0									1.0	5.0				7.0
hsa-miR-126-5p			1.0	14.0				5.0	17.0	1.0	10.0	2.0		66	109.0	2.0		5.0		2.0				1.0	19.0			1.0	8.0
hsa-miR-1260a		2.0	8.0					1.0	6.0	2.0		3.0		57	41.0	4.0		3.0	10.0					11.0	35.0		1.0		8.0
hsa-miR-1260b		2.0	8.0					1.0	6.0	2.0		3.0		57	41.0	4.0		3.0	10.0					11.0	35.0		1.0		8.0
hsa-miR-1261	1.0	1.0	1.0	1.0				4.0	3.0			4.0		18	32.0	2.0	2.0		4.0						12.0	2.0			
hsa-miR-1262		1.0	5.0	3.0				3.0	3.0			2.0		21	20.0	11.0		3.0	1.0	1.0				1.0	25.0	2.0			10.0
hsa-miR-1263			2.0	2.0				2.0	8.0	4.0		1.0		16	19.0			1.0	4.0					2.0	7.0				4.0
hsa-miR-1264		1.0	2.0	1.0					2.0	1.0		2.0	1.0	34	17.0				1.0						14.0	4.0			11.0
hsa-miR-1265		1.0	2.0					1.0	4.0					40	19.0				4.0	1.0					30.0		4.0		11.0
hsa-miR-1266		6.0	3.0	3.0		6.0		2.0		1.0				67	40.0			10.0						3.0	33.0		1.0		5.0
hsa-miR-1267			2.0			1.0		2.0	2.0		1.0			19	18.0	4.0					1.0				28.0				10.0
hsa-miR-1268a		3.0						8.0	1.0	1.0				31				2.0	1.0					1.0	20.0				9.0
hsa-miR-1268b		3.0						8.0	1.0	1.0				31				2.0	1.0					1.0	20.0				9.0
hsa-miR-1269a		3.0	1.0	2.0				10.0	10.0					44	23.0	2.0		2.0	6.0					4.0	13.0				8.0
hsa-miR-1269b		3.0	1.0	2.0				10.0	10.0					44	23.0	2.0		2.0	6.0					4.0	13.0				8.0
hsa-miR-127-3p		1.0	3.0							3.0				9	12.0				1.0					1.0	27.0				13.0
hsa-miR-127-5p		2.0	7.0	4.0			1.0	6.0	2.0	1.0				15	36.0	2.0			3.0						39.0				7.0
hsa-miR-1270		3.0	3.0					1.0	2.0		2.0	6.0		37	35.0	6.0		2.0	3.0					1.0	31.0				16.0
hsa-miR-1271-3p	6.0		1.0	6.0	2.0			2.0	3.0			1.0		35	30.0	3.0		2.0							41.0				9.0
hsa-miR-1271-5p			5.0	2.0					4.0				1.0	39	35.0	1.0						1.0		1.0	25.0		5.0		7.0
hsa-miR-1272		1.0		2.0				6.0		5.0	1.0		1.0	33	24.0	1.0				1.0					28.0	12.0			3.0
hsa-miR-1273a									1.0					26	2.0	2.0							1.0		7.0				6.0
hsa-miR-1273c	1.0								2.0	1.0				13	3.0	2.0							1.0		5.0				5.0
hsa-miR-1273d			2.0	1.0			1.0	3.0					1.0	42	24.0									1.0	18.0		1.0	2.0	7.0
hsa-miR-1273e		2.0						4.0	8.0	3.0				36	30.0			1.0						2.0	24.0	1.0			5.0
hsa-miR-1273f		2.0	2.0	1.0				5.0	4.0		2.0	5.0		39	49.0	5.0		3.0	1.0						25.0		1.0		16.0
hsa-miR-1273g-3p		1.0	3.0	2.0			1.0	3.0	5.0			3.0	9.0	46	14.0	6.0		1.0						1.0	14.0		1.0		5.0
hsa-miR-1273g-5p								4.0				1.0		11	20.0	8.0	1.0	1.0	1.0		2.0			1.0	27.0				10.0
hsa-miR-1275	1.0	1.0	9.0					16.0	9.0		2.0	4.0	1.0	105	34.0	17.0	3.0	1.0	7.0				14.0	4.0	16.0				9.0
hsa-miR-1276		4.0	7.0					8.0	1.0	2.0	1.0	3.0		45	51.0			4.0	2.0	3.0	1.0			2.0	38.0				20.0
hsa-miR-1277-3p		4.0							8.0					10	5.0								1.0	1.0	2.0				10.0
hsa-miR-1277-5p			10.0					7.0	25.0			1.0	3.0	117	156.0			8.0		3.0	1.0				16.0		1.0		5.0
hsa-miR-1278								13.0	1.0	1.0				9	17.0	1.0									71.0				4.0
hsa-miR-1279			2.0					19.0	4.0					21	55.0	2.0		1.0	1.0		1.0	1.0			12.0				1.0
hsa-miR-128			5.0	2.0		1.0		11.0	3.0	2.0	1.0		4.0	37	27.0			4.0	8.0		1.0			3.0	68.0	4.0	2.0	4.0	18.0
hsa-miR-1280		2.0	5.0						12.0	1.0		5.0		65	31.0	4.0		3.0	3.0					8.0	29.0		1.0		13.0
hsa-miR-1281		1.0							5.0				12.0	37	24.0	3.0		2.0	2.0						33.0				24.0
hsa-miR-1282			1.0						1.0			2.0	1.0	13	8.0			10.0				1.0		1.0	4.0	1.0			6.0
hsa-miR-1283		1.0	1.0					14.0	6.0	4.0		3.0		47	52.0	5.0		3.0							37.0	4.0		1.0	16.0
hsa-miR-1284	4.0		4.0	1.0				1.0	10.0	2.0	1.0	1.0	1.0	48	62.0	3.0		3.0						1.0	6.0				1.0
hsa-miR-1285-3p		1.0	4.0	2.0				9.0	9.0			1.0		102	36.0	6.0		10.0	5.0					1.0	75.0	1.0			32.0
hsa-miR-1285-5p	2.0		2.0	16.0				3.0	10.0				1.0	12	28.0	3.0		1.0						3.0	83.0				9.0
hsa-miR-1286		3.0	1.0	3.0				2.0	16.0	3.0		2.0	1.0	76	52.0	2.0		3.0	3.0		1.0	1.0	6.0	3.0	33.0	1.0			11.0
hsa-miR-1287			4.0					5.0	1.0			5.0		52	21.0	6.0		2.0	8.0			1.0		5.0	57.0	1.0			21.0
hsa-miR-1288	1.0		1.0	2.0				1.0	10.0					30	22.0	2.0			3.0					3.0	4.0				4.0
hsa-miR-1289			1.0	1.0		1.0						1.0	2.0	27	32.0	3.0			6.0						17.0				13.0
hsa-miR-129-1-3p			1.0	1.0				1.0	6.0					30	14.0			4.0	1.0				4.0		12.0		7.0	2.0	10.0
hsa-miR-129-2-3p			1.0	1.0				1.0	6.0					30	14.0			4.0	1.0				4.0		12.0		7.0	2.0	10.0
hsa-miR-129-5p		2.0	12.0	3.0			7.0	10.0	33.0	2.0	6.0	1.0	2.0	93	57.0	6.0		5.0	4.0			2.0		5.0	53.0	11.0	1.0		15.0
hsa-miR-1290	1.0	1.0						2.0	10.0	1.0		1.0		17	32.0	3.0	2.0	3.0	6.0			1.0	13.0		24.0			1.0	13.0
hsa-miR-1291			3.0	1.0				6.0		1.0				64	17.0	2.0		3.0							24.0				8.0
hsa-miR-1292	1.0	1.0	4.0					2.0	2.0		1.0	5.0		51	11.0	2.0		1.0	6.0	2.0			4.0		15.0				10.0
hsa-miR-1293			7.0	1.0				6.0	2.0		4.0			39	18.0	11.0		5.0	1.0	1.0	2.0		1.0	3.0	21.0	2.0			17.0
hsa-miR-1294		1.0	1.0					18.0		1.0				32	25.0	7.0		2.0	1.0					5.0	58.0				22.0
hsa-miR-1295a		1.0	7.0						3.0					19	21.0	1.0			3.0			2.0		2.0	11.0			1.0	10.0
hsa-miR-1295b-3p			3.0					1.0			3.0	1.0		13	20.0				1.0			2.0	1.0		58.0				5.0
hsa-miR-1295b-5p		1.0	5.0				1.0	11.0		2.0		1.0	1.0	43	29.0	5.0		3.0	3.0						91.0				6.0
hsa-miR-1296			5.0	2.0				3.0	2.0	1.0		2.0		23	6.0	2.0			1.0	1.0					9.0				8.0
hsa-miR-1297	1.0	1.0	2.0	9.0	1.0	2.0	4.0	8.0	1.0	4.0		1.0		23	34.0			1.0		1.0			3.0		24.0		4.0		9.0
hsa-miR-1298			10.0	1.0		1.0		4.0		1.0	1.0	3.0		18	24.0	5.0		4.0						4.0	9.0				26.0
hsa-miR-1299		3.0	5.0					8.0	1.0			5.0		45	18.0	12.0			2.0				2.0	2.0	89.0		4.0		12.0
hsa-miR-1301			6.0						2.0			3.0	9.0	53	25.0	4.0		1.0	2.0			1.0		1.0	39.0		6.0		15.0
hsa-miR-1302			5.0	1.0				1.0	4.0			8.0		49	31.0	4.0		1.0	3.0			1.0	2.0		103.0				5.0
hsa-miR-1303			2.0	2.0				2.0	3.0	1.0				26	43.0	4.0		1.0						1.0	18.0				11.0
hsa-miR-1304-3p	3.0	2.0	3.0					5.0	2.0					23	33.0	3.0									27.0	4.0			10.0
hsa-miR-1304-5p		2.0	11.0	2.0		1.0		18.0	5.0	2.0				71	25.0	10.0				1.0					53.0	5.0	1.0		11.0
hsa-miR-1305	5.0	2.0	6.0					20.0	15.0	2.0	1.0	2.0	2.0	55	66.0	3.0	1.0	7.0	3.0	4.0			3.0	2.0	30.0	4.0	5.0		5.0
hsa-miR-1306-3p						1.0			2.0	5.0			1.0	4	15.0			1.0							43.0				4.0
hsa-miR-1306-5p		8.0			1.0			10.0	7.0	1.0	3.0			37	16.0	6.0		5.0	2.0		1.0		1.0	7.0	47.0		2.0		11.0
hsa-miR-1307-3p		1.0							1.0		1.0	2.0		17	6.0	1.0		1.0	1.0						21.0				7.0
hsa-miR-1307-5p														3	2.0										23.0				8.0
hsa-miR-130a-3p			2.0	6.0				1.0	2.0				9.0	30	34.0	5.0		1.0			1.0				46.0				18.0
hsa-miR-130a-5p		2.0	14.0	1.0			3.0	13.0	8.0				2.0	34	34.0	1.0		2.0			1.0		1.0	1.0	25.0	4.0	3.0	4.0	11.0
hsa-miR-130b-3p			2.0	6.0				1.0	2.0				9.0	30	34.0	5.0		1.0			1.0				46.0				18.0
hsa-miR-130b-5p		4.0	5.0	4.0		1.0	7.0	10.0	4.0			1.0	2.0	26	56.0	3.0		4.0	9.0				1.0	1.0	13.0	4.0	3.0		25.0
hsa-miR-132-3p			3.0					2.0	11.0	3.0				20	31.0			4.0	8.0	3.0				1.0	13.0				24.0
hsa-miR-132-5p	2.0	1.0	2.0						13.0	18.0		1.0	1.0	27	10.0	6.0								2.0	2.0			2.0	11.0
hsa-miR-1321			2.0	2.0		4.0		1.0	7.0	3.0	2.0	2.0		82	60.0	6.0		4.0	16.0	1.0		2.0		1.0	25.0		1.0		10.0
hsa-miR-1322			2.0					18.0		4.0	1.0	1.0	9.0	27	22.0	1.0				1.0					27.0	12.0			4.0
hsa-miR-1323			17.0					17.0	21.0	1.0	3.0	1.0		64	69.0	7.0		4.0						8.0	20.0	1.0			2.0
hsa-miR-1324		3.0	3.0					1.0	1.0	2.0	3.0	1.0		32	29.0	5.0		3.0							78.0		8.0	1.0	5.0
hsa-miR-133a				5.0	1.0			10.0	10.0			1.0	1.0	18	38.0	4.0		2.0	1.0			1.0		2.0	42.0				6.0
hsa-miR-133b				5.0	1.0			10.0	10.0			1.0	1.0	18	38.0	4.0		2.0	1.0			1.0		2.0	42.0				6.0
hsa-miR-134								2.0	2.0	1.0				27	21.0			1.0	2.0			1.0			22.0		1.0		15.0
hsa-miR-1343		5.0	7.0					7.0	4.0		1.0	2.0	1.0	70	50.0	9.0		1.0	6.0					2.0	37.0		1.0		19.0
hsa-miR-135a-3p				1.0				1.0	5.0		3.0	1.0		27	20.0			3.0	3.0					1.0	75.0		1.0		2.0
hsa-miR-135a-5p		1.0	3.0	1.0				5.0	4.0	1.0				49	28.0	3.0		1.0	3.0			1.0			50.0		5.0		2.0
hsa-miR-135b-3p		1.0								2.0	4.0	1.0	1.0	41	28.0	3.0			2.0				4.0	2.0	3.0				3.0
hsa-miR-135b-5p		1.0	3.0	1.0				5.0	4.0	1.0				49	28.0	3.0		1.0	3.0			1.0			50.0		5.0		2.0
hsa-miR-136-3p		1.0	10.0					4.0	6.0					13	21.0	11.0		2.0	5.0						17.0		1.0		6.0
hsa-miR-136-5p								21.0	17.0		3.0			32	37.0	2.0		7.0							15.0	4.0			9.0
hsa-miR-137				3.0		1.0		16.0	7.0	2.0				30	42.0	7.0		1.0		1.0					28.0			1.0	4.0
hsa-miR-138-1-3p			3.0	10.0				7.0	3.0					15	22.0	2.0									3.0	4.0		1.0	4.0
hsa-miR-138-2-3p			13.0	1.0				20.0	12.0	4.0		5.0	2.0	53	65.0				1.0			1.0			15.0			1.0	10.0
hsa-miR-138-5p			5.0	5.0				5.0	14.0		2.0		4.0	46	25.0	2.0		2.0	1.0					7.0	51.0		4.0	1.0	13.0
hsa-miR-139-3p									5.0			8.0		21	9.0	3.0									51.0			1.0	13.0
hsa-miR-139-5p			2.0	2.0				9.0	7.0	5.0			1.0	16	40.0	3.0		4.0					2.0		65.0		1.0	1.0	9.0
hsa-miR-140-3p			2.0	1.0				23.0	3.0			3.0	4.0	49	24.0	1.0		1.0	11.0						19.0	4.0	1.0		4.0
hsa-miR-140-5p		1.0	13.0					1.0		1.0			1.0	41	30.0				4.0						28.0				2.0
hsa-miR-141-3p			4.0						4.0	1.0		2.0	9.0	30	29.0	5.0		1.0			1.0			4.0	68.0			1.0	5.0
hsa-miR-141-5p		2.0	4.0			1.0		6.0	17.0	3.0		3.0	7.0	50	45.0	3.0		1.0	2.0		1.0				11.0		2.0		25.0
hsa-miR-142-3p					18.0				1.0					18	23.0										41.0				1.0
hsa-miR-142-5p	6.0			2.0				2.0	5.0	12.0	1.0			47	78.0	12.0		5.0		1.0				2.0	25.0				6.0
hsa-miR-143-3p		2.0	2.0	1.0				14.0	5.0	1.0	2.0			35	57.0	5.0		3.0							77.0				21.0
hsa-miR-143-5p			3.0					1.0	1.0			1.0	3.0	32	13.0			1.0	1.0	1.0	1.0				30.0				17.0
hsa-miR-144-3p		1.0						11.0	8.0	7.0			1.0	38	30.0										29.0		1.0		12.0
hsa-miR-144-5p			3.0	1.0				1.0	4.0	2.0				46	54.0				2.0	3.0	2.0				1.0			1.0	9.0
hsa-miR-145-3p		1.0	4.0	2.0				3.0	4.0			2.0		30	18.0		2.0	3.0					1.0		12.0			1.0	10.0
hsa-miR-145-5p		3.0	1.0						2.0					58	26.0	3.0								1.0	23.0				7.0
hsa-miR-1468	1.0	2.0	1.0						1.0	1.0				6	15.0	2.0		10.0							18.0			2.0	6.0
